325.708	5.0
326.042	2.0
326.376	5.0
326.710	-1.0
327.044	1.0
327.378	1.0
327.712	8.0
328.046	6.0
328.380	6.0
328.714	0.0
329.048	1.0
329.382	3.0
329.716	-1.0
330.051	-5.0
330.385	-1.0
330.719	6.0
331.053	0.0
331.388	1.0
331.722	0.0
332.057	2.0
332.391	1.0
332.726	2.0
333.060	0.0
333.395	4.0
333.729	3.0
334.064	3.0
334.398	5.0
334.733	5.0
335.068	1.0
335.403	1.0
335.737	4.0
336.072	2.0
336.407	0.0
336.742	4.0
337.077	1.0
337.412	-5.0
337.747	3.0
338.082	0.0
338.417	1.0
338.752	-1.0
339.087	-3.0
339.423	2.0
339.758	-3.0
340.093	-2.0
340.428	2.0
340.764	5.0
341.099	2.0
341.434	0.0
341.770	3.0
342.105	4.0
342.441	1.0
342.776	4.0
343.112	3.0
343.447	6.0
343.783	-1.0
344.119	4.0
344.454	1.0
344.790	1.0
345.126	-1.0
345.462	3.0
345.798	-2.0
346.133	1.0
346.469	-3.0
346.805	-1.0
347.141	3.0
347.477	-1.0
347.813	7.0
348.149	-3.0
348.485	1.0
348.822	4.0
349.158	-2.0
349.494	5.0
349.830	-2.0
350.166	6.0
350.503	5.0
350.839	0.0
351.175	-4.0
351.512	-3.0
351.848	2.0
352.185	5.0
352.521	4.0
352.858	-4.0
353.194	6.0
353.531	-1.0
353.868	-6.0
354.204	2.0
354.541	4.0
354.878	3.0
355.215	0.0
355.551	4.0
355.888	-2.0
356.225	0.0
356.562	-1.0
356.899	-2.0
357.236	-2.0
357.573	-6.0
357.910	4.0
358.247	-3.0
358.584	4.0
358.921	3.0
359.259	5.0
359.596	2.0
359.933	4.0
360.270	-2.0
360.608	2.0
360.945	-1.0
361.282	-1.0
361.620	-4.0
361.957	-3.0
362.295	-7.0
362.632	-3.0
362.970	1.0
363.307	1.0
363.645	3.0
363.983	-2.0
364.320	7.0
364.658	2.0
364.996	1.0
365.333	-2.0
365.671	-2.0
366.009	-1.0
366.347	2.0
366.685	3.0
367.023	1.0
367.361	5.0
367.699	4.0
368.037	5.0
368.375	1.0
368.713	1.0
369.051	-4.0
369.389	1.0
369.728	-4.0
370.066	0.0
370.404	-3.0
370.742	-2.0
371.081	7.0
371.419	0.0
371.757	1.0
372.096	0.0
372.434	-1.0
372.773	5.0
