325.708	1.0
326.042	-2.0
326.376	-6.0
326.710	-2.0
327.044	2.0
327.378	-2.0
327.712	-4.0
328.046	5.0
328.380	-4.0
328.714	2.0
329.048	-1.0
329.382	-1.0
329.716	-3.0
330.051	2.0
330.385	0.0
330.719	0.0
331.053	1.0
331.388	-4.0
331.722	0.0
332.057	-3.0
332.391	-7.0
332.726	-1.0
333.060	1.0
333.395	-1.0
333.729	0.0
334.064	-5.0
334.398	-3.0
334.733	-3.0
335.068	-2.0
335.403	0.0
335.737	0.0
336.072	4.0
336.407	-1.0
336.742	-4.0
337.077	4.0
337.412	4.0
337.747	3.0
338.082	1.0
338.417	-7.0
338.752	3.0
339.087	2.0
339.423	-4.0
339.758	-5.0
340.093	-1.0
340.428	0.0
340.764	-4.0
341.099	1.0
341.434	-1.0
341.770	0.0
342.105	0.0
342.441	-3.0
342.776	1.0
343.112	0.0
343.447	1.0
343.783	1.0
344.119	-1.0
344.454	3.0
344.790	2.0
345.126	-6.0
345.462	-4.0
345.798	0.0
346.133	0.0
346.469	0.0
346.805	-6.0
347.141	1.0
347.477	-3.0
347.813	1.0
348.149	1.0
348.485	0.0
348.822	-3.0
349.158	0.0
349.494	0.0
349.830	-6.0
350.166	2.0
350.503	5.0
350.839	-3.0
351.175	-3.0
351.512	0.0
351.848	-1.0
352.185	4.0
352.521	-5.0
352.858	1.0
353.194	2.0
353.531	-1.0
353.868	-9.0
354.204	2.0
354.541	1.0
354.878	-3.0
355.215	-5.0
355.551	-2.0
355.888	-8.0
356.225	1.0
356.562	3.0
356.899	2.0
357.236	-3.0
357.573	-2.0
357.910	4.0
358.247	-1.0
358.584	-6.0
358.921	2.0
359.259	1.0
359.596	-3.0
359.933	-1.0
360.270	-9.0
360.608	0.0
360.945	2.0
361.282	-1.0
361.620	4.0
361.957	-4.0
362.295	-1.0
362.632	-1.0
362.970	-8.0
363.307	-7.0
363.645	-4.0
363.983	-5.0
364.320	-2.0
364.658	-4.0
364.996	3.0
365.333	0.0
365.671	2.0
366.009	-2.0
366.347	-6.0
366.685	-1.0
367.023	2.0
367.361	-2.0
367.699	3.0
368.037	-1.0
368.375	-2.0
368.713	-2.0
369.051	5.0
369.389	-4.0
369.728	4.0
370.066	-2.0
370.404	-3.0
370.742	0.0
371.081	-3.0
371.419	2.0
371.757	1.0
372.096	-4.0
372.434	2.0
372.773	0.0
373.111	1.0
373.450	-4.0
373.789	-5.0
374.127	2.0
374.466	0.0
374.805	4.0
375.143	4.0
375.482	1.0
375.821	1.0
376.160	-5.0
376.499	3.0
376.837	2.0
377.176	3.0
377.515	-3.0
377.854	-3.0
378.193	-7.0
378.532	4.0
378.871	6.0
379.211	-3.0
379.550	-1.0
379.889	3.0
380.228	0.0
380.567	-2.0
380.907	-1.0
381.246	1.0
381.585	2.0
381.925	1.0
382.264	-3.0
382.604	0.0
382.943	6.0
383.283	-3.0
383.622	3.0
383.962	-1.0
384.301	2.0
384.641	-3.0
384.981	2.0
385.320	-3.0
385.660	0.0
386.000	0.0
386.340	-5.0
386.679	-3.0
387.019	2.0
387.359	-4.0
387.699	6.0
388.039	-2.0
388.379	5.0
388.719	-3.0
389.059	-3.0
389.399	-1.0
389.739	-1.0
390.080	1.0
390.420	2.0
390.760	-1.0
391.100	-1.0
391.440	0.0
391.781	-5.0
392.121	-1.0
392.461	-2.0
392.802	-6.0
393.142	-1.0
393.483	4.0
393.823	-1.0
394.164	-1.0
394.504	-1.0
394.845	0.0
395.186	-5.0
395.526	-4.0
395.867	1.0
396.208	1.0
396.548	-2.0
396.889	3.0
397.230	2.0
397.571	3.0
397.912	-2.0
398.253	-1.0
398.594	0.0
398.935	-6.0
399.276	-2.0
399.617	-5.0
399.958	3.0
400.299	-5.0
400.640	-5.0
400.981	-5.0
401.322	2.0
401.664	2.0
402.005	-5.0
402.346	1.0
402.687	0.0
403.029	3.0
403.370	-1.0
403.712	-2.0
404.053	5.0
404.395	0.0
404.736	-1.0
405.078	3.0
405.419	1.0
405.761	-5.0
406.102	5.0
406.444	0.0
406.786	3.0
407.127	2.0
407.469	1.0
407.811	-6.0
408.153	-4.0
408.495	0.0
408.837	-4.0
409.179	-2.0
409.520	-5.0
409.862	-5.0
410.204	-5.0
410.546	-10.0
410.889	-8.0
411.231	2.0
411.573	1.0
411.915	-1.0
412.257	-1.0
412.599	-2.0
412.942	-2.0
413.284	2.0
413.626	-5.0
413.969	-4.0
414.311	4.0
414.653	-3.0
414.996	-4.0
415.338	-1.0
415.681	2.0
416.023	4.0
416.366	0.0
416.708	-2.0
417.051	2.0
417.394	-2.0
417.736	-4.0
418.079	0.0
418.422	2.0
418.765	1.0
419.108	-2.0
419.450	-1.0
419.793	0.0
420.136	5.0
420.479	-5.0
420.822	1.0
421.165	1.0
421.508	2.0
421.851	0.0
422.194	0.0
422.537	0.0
422.880	-3.0
423.224	-4.0
423.567	1.0
423.910	1.0
424.253	-1.0
424.597	-1.0
424.940	0.0
425.283	0.0
425.627	-3.0
425.970	-2.0
426.314	-2.0
426.657	-2.0
427.001	-2.0
427.344	3.0
427.688	-3.0
428.031	-6.0
428.375	3.0
428.719	-4.0
429.062	3.0
429.406	1.0
429.750	0.0
430.094	6.0
430.437	3.0
430.781	-1.0
431.125	7.0
431.469	-2.0
431.813	0.0
432.157	3.0
432.501	-2.0
432.845	-4.0
433.189	3.0
433.533	0.0
433.877	-4.0
434.221	-4.0
434.565	-2.0
434.910	4.0
435.254	-4.0
435.598	-3.0
435.942	0.0
436.287	-2.0
436.631	0.0
436.975	1.0
437.320	-3.0
437.664	1.0
438.009	4.0
438.353	0.0
438.698	0.0
439.042	-1.0
439.387	1.0
439.732	4.0
440.076	1.0
440.421	-3.0
440.766	-5.0
441.110	-3.0
441.455	1.0
441.800	3.0
442.145	-2.0
442.490	-1.0
442.834	-3.0
443.179	2.0
443.524	1.0
443.869	2.0
444.214	-3.0
444.559	2.0
444.904	-4.0
445.249	1.0
445.595	-3.0
445.940	-7.0
446.285	1.0
446.630	-3.0
446.975	6.0
447.321	-4.0
447.666	1.0
448.011	-4.0
448.357	2.0
448.702	-3.0
449.047	0.0
449.393	-3.0
449.738	-1.0
450.084	-3.0
450.429	-2.0
450.775	-7.0
451.120	-3.0
451.466	-2.0
451.812	2.0
452.157	-2.0
452.503	2.0
452.849	-2.0
453.195	0.0
453.540	-6.0
453.886	0.0
454.232	2.0
454.578	-4.0
454.924	1.0
455.270	-1.0
455.616	-2.0
455.962	0.0
456.308	-2.0
456.654	5.0
457.000	-4.0
457.346	-4.0
457.692	-1.0
458.038	-5.0
458.384	2.0
458.731	2.0
459.077	2.0
459.423	0.0
459.770	-3.0
460.116	4.0
460.462	-1.0
460.809	4.0
461.155	-4.0
461.502	-5.0
461.848	-3.0
462.195	-2.0
462.541	2.0
462.888	-4.0
463.234	2.0
463.581	3.0
463.928	1.0
464.274	-4.0
464.621	-1.0
464.968	0.0
465.314	3.0
465.661	1.0
466.008	0.0
466.355	-5.0
466.702	-4.0
467.049	2.0
467.396	3.0
467.743	0.0
468.090	-4.0
468.437	2.0
468.784	-5.0
469.131	1.0
469.478	-3.0
469.825	-2.0
470.172	-4.0
470.519	0.0
470.867	-6.0
471.214	1.0
471.561	8.0
471.908	1.0
472.256	-4.0
472.603	-1.0
472.951	-3.0
473.298	-1.0
473.645	4.0
473.993	-2.0
474.340	0.0
474.688	-1.0
475.035	-6.0
475.383	4.0
475.731	-1.0
476.078	0.0
476.426	-2.0
476.774	-3.0
477.121	-4.0
477.469	-3.0
477.817	-4.0
478.165	1.0
478.513	-2.0
478.860	-1.0
479.208	-2.0
479.556	1.0
479.904	1.0
480.252	5.0
480.600	0.0
480.948	1.0
481.296	-8.0
481.644	1.0
481.993	2.0
482.341	-5.0
482.689	4.0
483.037	7.0
483.385	-3.0
483.734	-3.0
484.082	5.0
484.430	1.0
484.778	-1.0
485.127	-2.0
485.475	-1.0
485.824	-1.0
486.172	0.0
486.521	-2.0
486.869	2.0
487.218	-2.0
487.566	-1.0
487.915	0.0
488.263	0.0
488.612	-3.0
488.961	-2.0
